Geneid	w1118_1	w1118_2	w1118_3	PcKD_1	PcKD_2	PcKD_3	vgLOF_PcKD_1	vgLOF_PcKD_2	vgLOF_PcKD_3	sdLOF_PcKD_1	sdLOF_PcKD_2	sdLOF_PcKD_3
ATP8	345	287	252	186	269	241	183	53	160	344	202	120
ATP6	22264	19403	17845	35858	47903	52289	5663	7942	4171	3275	6182	17088
COX3	52125	48497	45079	58440	74249	66493	27679	33341	24665	13536	26632	47743
ND3	2843	2616	1898	2494	3216	3078	1177	1722	953	577	1362	2732
ND5	9252	8282	8459	6210	8562	14354	2136	3153	1924	1521	2362	5861
ND4	7216	6152	6360	8184	9613	11151	2331	3837	1560	696	1583	6380
ND4L	374	318	288	33	88	500	34	14	39	46	34	30
ND6	77	58	66	28	20	14	71	14	60	114	65	29
CYTB	30685	26887	25685	29495	37269	37578	10271	17189	8614	5110	10564	31360
ND1	9357	8120	8865	12429	14166	15669	1904	2506	1850	1302	2244	4907
Gpa2	2	1	0	0	0	0	0	0	0	1	0	0
klhl10	0	0	0	0	0	0	0	0	0	0	0	0
pre-rRNA:CR45845	20	38	14	4	10	3	18	3	9	7	1	5
18SrRNA:CR41548	0	0	0	0	0	0	0	0	0	0	0	0
5.8SrRNA:CR45852	0	0	0	0	0	0	0	0	0	0	0	0
2SrRNA:CR45836	0	0	0	0	0	0	0	0	0	0	0	0
28SrRNA:CR45837	0	0	0	0	0	0	0	0	0	0	0	0
pre-rRNA:CR45846	0	0	0	0	0	0	0	0	0	0	0	0
18SrRNA:CR45838	0	0	0	0	0	0	0	0	0	0	0	0
5.8SrRNA:CR45839	0	0	0	0	0	0	0	0	0	0	0	0
2SrRNA:CR45840	0	0	0	0	0	0	0	0	0	0	0	0
pre-rRNA:CR45847	0	0	0	0	1	0	0	0	0	0	0	0
18SrRNA:CR45841	0	0	0	0	0	0	0	0	0	0	0	0
5.8SrRNA:CR45842	0	0	0	0	0	0	0	0	0	0	0	0
2SrRNA:CR45843	0	0	0	0	0	0	0	0	0	0	0	0
28SrRNA:CR45844	0	0	0	0	0	0	0	0	0	0	0	0
CG41561	0	0	0	0	1	0	0	0	0	0	0	0
CR41606	0	0	0	0	0	0	0	0	0	0	0	0
CR41590	25	18	11	29	14	16	11	1	1	3	2	3
CR40611	1	0	0	0	0	0	0	0	0	0	0	0
CR41591	0	0	0	0	0	0	0	0	0	0	0	0
CR40561	0	0	0	0	0	0	0	0	0	0	0	0
CR40947	0	0	0	0	0	0	0	0	0	0	0	0
CR40571	0	0	0	0	0	0	0	0	0	0	0	0
CR40582	0	0	0	0	0	0	0	0	0	0	0	0
CR40766	3	3	0	4	5	2	1	0	0	0	2	1
CR40594	0	0	0	0	0	0	0	0	0	0	0	0
CR41535	0	0	0	0	0	0	0	0	0	0	0	0
CR41550	0	0	0	0	0	0	0	0	0	0	0	0
CR40712	21	6	4	8	5	1	1	5	1	2	1	3
CR40621	5	4	3	9	11	7	6	1	0	2	1	1
CR40639	2	4	1	15	11	4	7	2	3	4	0	1
CR40668	0	0	0	0	0	0	0	0	0	0	0	0
CR40573	0	0	0	0	0	0	0	0	0	0	0	0
CR40613	0	0	0	0	0	0	0	0	0	0	0	0
CR40640	158	171	79	179	178	105	139	18	34	49	18	27
CR41620	0	0	0	0	0	0	0	0	0	0	0	0
CR40502	0	0	0	0	1	1	0	0	0	0	1	0
CR40679	0	0	0	0	0	0	0	0	0	0	0	0
CR40743	0	0	0	0	0	0	0	0	0	0	0	0
CR41619	0	0	0	0	0	0	0	0	0	0	0	0
CR40469	2	3	5	66	112	73	330	397	531	489	980	928
CG17636	4	0	9	0	1	0	0	0	0	0	0	0
RhoGAP1A	3354	3415	2321	3455	3803	3442	2983	2709	2406	2720	2831	2655
mir-4915	0	0	0	0	0	0	0	0	0	0	0	0
CR45473	42	55	47	53	70	75	67	87	65	119	149	136
tyn	2246	2127	1546	2990	2935	3120	2030	1927	2397	1409	1494	890
CG17707	6	4	2	4	10	11	1	1	3	0	0	1
CR43863	0	0	0	0	0	0	0	0	0	0	0	0
CG3038	1477	1457	1047	1305	1491	1500	1153	1179	1010	1135	1187	1238
G9a	1327	1383	1007	1462	1571	1433	1271	1128	1051	1338	1180	1134
CG42376	211	236	114	138	149	182	164	161	177	193	169	157
cin	1434	1402	1145	877	1024	1079	1322	1213	1150	1301	1354	1364
CG13377	1017	1183	690	544	692	723	663	726	590	743	650	707
CR43906	43	33	19	23	33	25	28	19	16	22	17	16
CG13376	0	0	0	1	0	0	0	0	0	0	0	0
ewg	950	959	684	763	768	805	615	672	496	761	816	707
CG3777	3549	4167	2702	5386	6301	4613	3085	2559	2510	2314	2698	2677
mir-980	0	0	0	0	0	0	0	0	0	0	0	0
CG13375	11	3	7	26	11	9	1	6	1	7	17	1
CG12470	1	10	2	2	3	1	1	0	0	0	0	0
Or1a	0	0	0	1	0	0	1	1	0	0	0	0
CG32816	68	88	43	75	108	57	49	71	63	71	85	46
CG43181	0	2	0	0	5	0	0	0	0	0	0	0
CG43182	122	18	217	12	25	1	0	0	0	0	2	0
y	5	1	5	28	44	55	69	78	54	117	196	70
yar	0	1	0	0	1	0	0	0	1	2	5	0
ac	205	247	137	176	162	174	169	144	118	211	168	166
CR44751	0	0	0	0	0	0	0	0	0	0	0	0
CR44752	1	0	0	0	2	0	0	0	0	0	1	0
CR44753	1	0	1	0	0	1	2	0	0	2	0	0
sc	358	452	276	451	498	616	359	295	273	449	288	357
l(1)sc	2	2	9	15	1	6	7	6	4	10	2	1
pcl	0	0	0	0	0	0	0	0	0	0	0	0
ase	73	56	81	120	73	72	46	41	17	68	27	25
Cyp4g1	1	0	3	254	1160	1076	504	54	400	8	89	11
ebo	1770	1811	1295	1856	2070	1884	1714	1594	1418	1546	1602	1467
CG13373	191	188	135	203	233	248	244	237	226	230	314	252
CG32817	7	12	11	14	8	6	17	13	22	12	23	15
CG3176	15	20	21	22	20	15	19	19	23	29	22	20
CG18273	979	1079	688	1043	1127	939	1042	969	1041	995	1038	923
CG3156	179	169	157	226	232	183	185	169	147	180	175	165
CR45797	0	0	0	0	0	0	0	0	0	0	0	0
CG17896	2308	2475	1918	2265	2585	2341	2245	2070	2528	2267	2526	2217
CG17778	44	31	43	46	23	34	13	13	13	22	16	16
svr	2625	2365	1927	2955	3489	3100	2322	2142	1738	1914	1900	2022
CR44891	2	0	9	0	2	3	2	0	1	0	0	1
CR44892	3	8	4	4	1	6	2	1	0	0	1	0
elav	1635	1496	1352	2529	2427	2366	983	1160	711	1034	1045	992
arg	39	37	64	20	65	18	10	6	6	29	13	8
CG4293	631	621	431	657	683	805	676	585	523	599	520	480
Appl	3256	3149	2676	3519	3856	3349	2061	2151	1703	2291	3156	2969
mir-4960	0	0	0	0	0	0	0	0	0	0	0	0
vnd	2	1	3	6	10	1	0	0	0	1	0	1
CG13366	1899	2033	1528	1930	2000	1878	1776	1594	1441	1753	1789	1644
CR45474	7	8	5	6	7	5	10	4	8	10	17	13
CG13365	176	186	114	176	203	203	224	219	227	200	243	242
Vsp37A	783	821	610	941	1028	915	954	860	790	871	961	831
CG13369	186	155	112	154	176	193	227	244	257	278	388	334
CG13364	1556	1640	969	1374	1477	1551	1407	1378	1441	1317	1463	1219
CR45475	0	0	0	0	1	0	1	1	0	1	1	1
CG17829	430	439	276	462	477	424	384	388	382	418	402	374
RpL36	19264	19177	14378	21328	22105	22462	22216	20954	25019	21278	27141	24937
l(1)1Bi	1095	1230	914	1378	1492	1296	1275	903	1129	885	885	831
Dredd	846	847	536	346	394	374	380	423	379	405	434	364
mir-9372	0	0	0	0	0	0	0	0	0	0	0	0
su(sable)	1139	1239	848	1626	1811	1494	1380	1144	1120	1348	1355	1279
CG13367	314	354	216	393	456	386	454	373	390	381	365	374
Roc1a	2431	2475	1803	2345	2448	2352	2202	1977	2012	1944	2127	1852
Hmt4-20	2568	2863	1804	3277	3719	3099	2722	2319	2148	2451	2447	2160
SkpA	4242	4365	3402	4226	4784	4356	3913	3495	3516	3256	3619	3360
sdk	5219	4673	3312	6819	7365	6566	4898	4273	3756	4101	4371	4448
CG13362	2	3	0	4	2	5	2	4	1	1	3	0
CG5254	152	143	100	64	115	35	36	42	47	38	40	30
CG13361	1	0	0	1	1	2	1	0	0	0	4	0
CG5273	775	960	616	934	843	777	888	731	733	787	823	656
CR44965	0	0	0	0	0	0	0	0	0	0	0	0
RpL22	7969	8757	5833	11750	14043	11709	11290	11088	12287	12006	10965	9637
CR42491	1780	1912	1089	1229	1380	1673	986	1194	996	1295	1393	1564
snoRNA:Psi18S-531	134	115	70	118	100	132	91	82	71	95	94	82
snoRNA:Psi28S-2179	22	18	22	9	12	17	14	10	6	4	15	8
CR44966	0	0	0	0	1	0	0	0	0	0	0	0
fz3	729	793	480	701	846	824	872	829	751	782	868	846
tw	1660	1841	1178	1861	2006	2020	1986	1753	1451	1663	1659	1626
CG13360	43	74	270	8	219	0	0	0	15	125	2	2
CR44469	0	0	0	0	0	0	0	0	0	0	0	0
CG16989	633	795	486	809	959	807	926	842	832	1155	1158	981
Rbf	1663	1668	1217	1920	2074	1816	1815	1580	1543	1576	1503	1461
CG13359	0	2	0	2	0	0	0	0	1	1	0	0
CG13358	2	3	1	3	4	3	3	1	2	4	2	6
Sec22	1169	1105	737	1110	1080	1272	1026	902	780	832	743	703
CG43867	669	640	508	1000	883	803	570	497	464	750	795	735
CG14635	0	0	0	1	0	0	0	0	0	0	0	0
CG3713	0	0	0	0	0	0	0	0	0	0	0	1
CG14634	0	1	0	0	0	0	0	0	0	0	0	0
CG11664	0	0	0	0	0	0	0	0	0	0	0	0
CG11663	0	0	0	0	0	0	0	0	0	0	0	0
CG3711	1315	1396	972	1443	1615	1356	1492	1369	1371	1676	1899	1787
MED22	515	575	395	582	543	613	465	460	455	454	550	518
CG3708	0	0	0	0	0	0	0	0	0	0	0	0
CG3706	3	2	0	2	2	0	1	1	0	1	1	2
CG32815	88	77	86	140	144	151	74	95	44	132	132	97
TRAM	2931	3020	1954	3735	3576	4527	3643	3327	2903	3167	2452	2532
CG3704	514	540	420	557	659	532	575	606	629	667	714	685
mus81	153	161	111	190	187	184	208	161	143	164	198	203
CG3703	82	62	57	126	112	94	47	56	27	60	62	40
CG3699	0	0	0	1	1	4	3	3	1	8	2	5
CG3690	0	2	4	2	1	1	0	1	0	0	0	0
CR45476	0	0	0	0	0	0	0	0	0	0	0	0
CG18823	0	0	0	0	0	0	0	0	0	0	0	0
TfIIA-S-2	0	0	1	1	0	0	0	0	0	37	44	34
CG14631	0	0	1	0	0	0	0	0	0	0	0	0
su(w[a])	2096	2297	1584	1661	1541	1675	1649	1752	1563	1987	2360	1937
CG11638	40	50	45	141	92	73	28	49	35	65	66	49
CG32814	4	4	0	6	2	4	1	0	3	1	0	1
CG3021	214	227	161	221	240	305	265	308	293	317	378	331
CDC45L	764	835	540	821	1000	743	1090	912	952	864	929	866
CG33082	116	140	73	104	108	84	94	86	99	70	117	94
CG14630	4	3	0	6	3	3	5	2	0	6	2	3
CG42259	78	127	84	85	88	97	89	73	78	63	87	68
CR44779	9	7	7	2	10	4	10	7	7	10	9	2
CG14629	590	452	575	343	794	413	375	279	214	224	80	101
CG3655	1997	1976	1518	2261	2557	2282	1778	1611	1538	1354	1430	1490
CG14628	0	0	0	0	0	0	0	0	0	0	0	0
eIF4E-7	0	4	0	1	2	1	0	0	0	0	0	1
CG11378	2	2	1	1	2	1	0	2	4	0	2	0
CG11384	0	0	0	0	0	0	0	0	0	0	1	0
CG11379	0	2	0	0	1	0	0	0	0	0	0	1
CG14627	0	0	0	0	0	0	0	0	0	0	1	0
CG14626	0	0	2	0	0	0	0	1	0	0	2	0
CG11380	15	12	4	28	20	44	10	28	7	25	11	9
CG14625	0	0	0	0	0	0	0	0	0	0	0	0
CG11381	0	0	0	0	0	2	0	1	0	0	0	3
CG14624	4	2	0	3	2	3	0	0	0	1	0	0
CG11382	328	355	167	319	376	376	152	113	90	110	192	152
CG11398	115	168	104	155	155	138	174	135	148	132	175	141
CG3638	2199	2216	1510	3186	3364	2902	2367	2283	1944	2375	2759	2506
CG11403	630	671	446	594	806	612	705	726	704	776	813	711
Atf3	257	309	265	367	492	262	348	366	384	348	514	433
CG32812	7	2	3	4	0	4	2	5	1	8	4	5
DAAM	963	941	554	1311	1186	1365	1254	930	848	1078	942	845
CG32811	0	0	0	0	1	0	0	0	0	0	0	0
CR46248	0	1	0	0	0	0	0	0	0	1	0	0
fs(1)N	0	3	2	0	3	4	1	1	0	1	3	2
CG11409	56	67	76	149	98	92	45	45	35	42	27	37
CG11412	844	855	597	1073	1092	993	988	897	906	915	1018	833
MTPAP	250	252	147	285	325	271	392	309	326	344	348	251
Tsp2A	2	3	2	0	0	0	2	12	3	1	5	2
CG12773	968	1061	727	1287	1400	1243	1376	1172	1093	1095	1062	1025
CG11417	534	625	439	715	794	698	850	714	850	823	734	729
png	12	13	5	3	3	5	9	12	13	14	25	15
CG14770	1	2	2	0	0	0	0	1	0	0	0	1
ssx	2022	2364	1725	2403	2582	2059	2511	1880	2121	984	1021	883
mir-4961	0	0	0	0	0	0	0	0	0	0	0	0
AMPKalpha	1076	1179	676	1380	1600	1458	1507	1350	1463	1540	1584	1445
CG3719	349	329	198	377	393	356	369	322	367	346	349	332
CG32813	73	76	58	74	73	62	43	37	26	55	45	35
CG11448	857	894	620	1125	1231	1118	987	894	842	899	838	828
futsch	1068	773	547	2257	2616	2380	605	651	603	536	907	945
Gr2a	0	0	0	0	0	0	0	0	0	0	0	0
CG14785	26	36	22	36	31	36	41	47	57	63	54	63
Lrpprc2	656	724	390	706	805	639	881	769	870	883	884	837
CG14787	7	9	5	13	8	5	1	6	6	10	3	1
Ns3	1006	1051	703	1143	1153	1092	1212	993	1038	980	909	932
O-fut2	122	111	52	163	180	153	180	179	234	154	171	152
CG14777	71	69	53	64	67	68	75	90	77	18	30	17
CG14778	6	3	4	2	0	2	1	0	3	0	2	1
CG32808	43	47	33	40	37	48	30	41	39	42	68	39
pck	2259	2496	1452	2283	2665	2436	2952	2869	2666	2836	3470	3187
CG14780	1	1	0	3	1	2	0	0	0	3	5	0
Rab27	131	113	96	112	130	114	132	151	147	205	319	224
mei-38	316	342	232	367	391	371	395	375	401	449	453	421
rush	591	620	387	780	855	839	826	912	846	848	791	798
sta	27030	29256	16016	38178	41753	40379	34496	33851	36066	38642	39644	37758
snoRNA:M	7	6	2	6	4	3	7	4	4	4	5	6
snoRNA:Me28S-G980	0	0	0	0	2	0	0	0	0	2	2	2
inc	2042	2207	1552	2240	2536	2239	2371	2009	1967	2152	2237	2036
Nmdar2	16	3	13	27	8	6	3	10	1	34	31	6
CG14795	5	5	3	0	1	0	1	3	1	2	4	2
Mur2B	9	9	5	12	21	11	12	12	16	9	16	7
snmRNA:400	0	0	0	0	0	0	0	0	0	0	0	0
br	17924	17664	10571	21181	22152	23982	14899	12175	10450	13268	10733	11423
dor	665	757	453	779	798	782	743	626	650	725	604	566
CG3740	181	160	115	175	194	193	155	160	164	145	170	156
hfw	954	1073	717	935	1096	1030	1066	982	851	1005	1062	987
CG32809	317	297	269	452	345	362	326	371	269	538	582	485
CG14797	0	0	0	0	1	0	0	3	0	0	0	0
b6	6	6	3	18	9	15	17	5	5	8	10	7
CG14798	12	23	10	19	21	23	35	28	40	66	108	96
a6	267	294	176	375	403	400	415	410	358	390	353	367
CG3795	0	0	0	0	0	0	0	0	0	0	0	0
Scgdelta	7	3	3	19	5	3	4	16	1	24	4	1
prage	298	299	232	300	357	527	378	332	348	303	327	270
Adar	1260	1341	914	1244	1232	1234	1010	1006	856	945	1048	1037
mir-981	0	0	0	0	0	0	0	0	0	0	0	0
CG32806	0	1	0	0	0	2	0	0	0	0	0	0
CG14810	1	1	0	1	0	0	1	0	1	0	1	0
CG14811	0	1	0	1	1	0	0	0	0	1	0	1
CG14812	388	387	322	323	384	351	418	397	418	433	519	481
deltaCOP	2021	2074	1413	2340	2379	2595	2441	2139	2112	2252	2020	1829
CG14814	622	753	523	693	864	676	786	706	679	639	684	680
MED18	434	509	344	466	527	513	479	436	488	488	539	453
Pex5	299	299	284	401	457	358	393	427	377	406	359	362
CG14803	452	561	352	518	563	415	605	526	545	565	582	513
Pgam5	692	786	454	849	899	895	856	861	859	806	870	812
Vps26	1419	1499	1056	1542	1678	1626	1360	1198	1160	1228	974	1025
CG14817	306	300	201	293	304	330	262	256	285	243	285	241
CG14805	776	845	528	965	1004	974	969	827	924	842	776	748
CG14818	347	374	321	416	431	379	324	275	318	381	437	381
CG14806	352	381	250	297	319	327	334	322	382	351	364	310
trr	1221	1225	793	1485	1659	1384	1632	1304	1236	1425	1285	1363
mRpL16	476	457	328	565	566	523	548	468	540	541	532	452
arm	14633	16012	10029	17887	19047	17832	16966	15045	14241	15312	14874	14649
CG32803	512	495	361	453	540	473	430	442	464	484	584	538
CR45929	5	2	4	0	0	0	1	0	0	0	1	0
CR43864	13	10	7	6	7	5	5	10	7	13	10	8
CG32801	7	7	8	3	5	6	7	5	4	10	3	6
Edem1	964	872	664	1081	1111	1102	1069	992	885	959	1028	970
mip130	1009	1022	724	1193	1315	1206	1142	1051	998	1118	1059	1034
Rbcn-3B	523	514	418	709	774	705	603	556	539	523	440	412
eIF2B-epsilon	743	831	507	964	980	971	995	881	905	816	753	736
Ocrl	534	627	441	559	726	599	652	531	603	617	654	634
CG11596	617	638	460	743	812	750	804	708	704	833	813	764
CG3857	290	271	188	168	196	203	354	333	301	281	256	240
CG3587	240	239	130	251	229	319	211	218	209	187	190	176
Hr4	752	308	232	1642	554	2348	519	629	206	573	8	10
CG4406	558	612	358	512	684	537	661	585	534	547	684	589
CR45478	0	0	0	0	0	0	0	0	0	0	0	0
mir-2496	0	1	2	0	0	0	0	0	0	0	0	0
east	4191	4069	2844	5910	6181	5342	4691	3926	4009	3849	3895	3775
Actn	3045	3576	2063	3091	3728	2912	2936	2850	2767	2715	2782	2704
mir-4954	1	6	5	0	5	1	3	3	0	3	1	3
usp	734	789	557	919	1080	956	902	762	814	873	722	703
CG4313	93	94	82	136	115	91	95	76	65	92	122	114
CG4325	6	1	17	1	18	4	2	2	6	5	1	1
moody	308	318	242	470	499	498	442	333	362	170	173	141
Sik2	146	104	83	227	191	214	112	158	83	238	241	178
CR44896	0	1	0	0	2	0	1	0	0	0	1	0
CG4281	1043	1049	733	1094	1206	1105	1261	1128	1145	1188	1207	1116
CG14054	1	2	0	0	1	3	3	1	2	1	3	0
CR44381	79	65	44	45	64	41	67	74	65	59	91	89
CG4199	1425	1631	1161	1921	2255	1999	2392	2310	2503	2589	3246	2826
CG4194	19	10	6	8	12	11	14	6	9	9	19	17
CR44382	40	42	31	25	23	31	26	31	26	35	34	35
Rtca	566	545	385	413	484	520	503	479	471	568	599	622
CG4045	414	456	307	339	385	409	402	374	387	402	438	423
CG4025	242	265	185	253	272	232	314	261	281	295	318	306
CG16903	1263	1275	881	1430	1523	1478	1483	1481	1526	1649	1849	1577
Unc-76	1007	1058	906	1534	1507	1404	815	915	675	824	770	805
csw	954	980	666	1135	1205	1167	843	905	681	877	842	777
snoRNA:Me18S-C1024	0	0	0	0	0	1	0	0	0	0	0	0
ph-d	828	896	569	947	1097	888	960	818	770	1037	974	908
ph-p	1328	1400	836	1412	1505	1426	1469	1252	1080	1438	1473	1466
D2hgdh	148	192	182	162	220	96	216	274	385	372	489	393
Pgd	1038	1009	636	1147	1416	1313	1090	950	1087	895	806	790
bcn92	341	343	250	350	348	435	382	356	362	394	402	362
wapl	1042	1095	822	1430	1452	1276	1497	1282	1197	1401	1256	1093
Cyp4d1	131	199	438	9	333	0	0	1	19	43	1	1
CG3630	562	546	352	485	519	490	415	389	359	373	380	343
mir-3641	0	0	0	0	0	0	0	0	0	0	0	0
ND-B14.5A	246	244	100	255	281	277	269	245	279	225	269	277
Cyp4d14	23	20	24	13	25	11	2	3	2	52	55	52
CR45479	14	21	27	23	19	16	3	9	6	37	50	22
CR44690	228	256	131	286	335	294	198	182	138	338	397	351
Cyp4d2	25	41	45	24	50	13	11	11	10	84	119	21
Cyp4ae1	7	1	3	3	5	1	2	3	1	3	1	1
pn	135	121	94	151	175	160	117	91	111	93	107	112
Nmd3	934	1007	683	897	1107	952	1115	924	1079	901	926	911
CG17776	269	301	147	214	261	275	302	274	279	280	364	338
CG17777	3	6	0	3	5	4	2	3	2	3	2	0
CG3457	7	9	4	5	13	8	13	13	11	10	11	8
Mct1	266	213	369	80	395	123	71	51	60	45	31	30
CG14053	0	0	0	0	2	0	0	0	0	1	0	0
CR43637	1	0	0	0	1	0	0	0	0	0	0	0
CG18031	0	0	0	0	31	60	0	0	18	0	5	0
SmydA-8	7	8	3	10	14	9	4	4	5	3	10	13
Vinc	1133	1104	762	1371	1494	1451	1608	1354	1472	1428	1186	1102
CG14052	1	0	2	0	1	0	1	0	2	0	0	0
pcx	1213	1040	671	1417	1498	1553	1552	1183	1131	1125	1198	1176
kz	503	570	390	610	652	562	632	473	554	541	490	457
fs(1)K10	536	631	454	731	858	803	623	574	513	547	442	445
Or2a	3	2	4	5	3	2	5	4	1	2	1	2
crn	1018	1071	781	1194	1232	1184	1290	1146	1168	1237	1321	1270
CG3191	15	16	6	3	7	6	3	6	2	13	20	19
CG3091	34	43	30	46	49	24	29	26	30	21	32	21
CG3078	11	3	37	48	5	7	4	23	0	49	26	5
temp	157	202	111	186	200	149	184	151	200	219	248	177
CG3071	653	737	479	570	649	692	803	604	733	689	600	565
CG2924	2073	2127	1494	2245	2375	2231	2072	1705	1749	1784	1834	1742
CR45480	2	1	0	1	0	0	1	3	2	0	0	0
CG2918	6118	5588	4044	7178	6717	7957	5735	4837	4101	4209	3294	3336
Vml	0	0	0	0	0	0	0	0	0	0	0	0
CG2865	1129	1140	864	1323	1520	1415	948	853	797	942	1116	1027
Raf	990	1078	665	980	1062	866	1004	820	788	900	850	775
CR34052	0	1	0	1	0	2	1	1	0	0	0	0
CG14050	58	58	44	66	71	61	49	41	40	60	41	31
CG2854	3	1	0	3	0	0	0	0	0	0	0	1
CR33218	2	1	0	2	4	3	2	1	3	4	1	0
Ilp6	211	164	233	74	195	77	39	44	61	55	28	23
mRpL14	364	382	270	360	381	376	359	298	359	291	339	337
CG2841	258	253	156	299	369	213	115	119	90	98	109	102
PsGEF	115	124	99	117	98	122	63	97	49	99	94	64
CG12496	0	2	3	4	0	2	0	4	1	3	3	2
CG32797	0	0	0	0	0	0	0	0	0	0	0	0
gt	3	8	7	9	9	7	2	5	7	15	21	20
tko	435	487	302	493	588	561	506	497	506	451	413	480
boi	2108	2240	1514	2594	2731	2440	2588	2202	2144	2612	3032	2919
z	881	925	654	1164	1222	1096	1174	1148	1086	1026	1253	1083
trol	4177	3572	3224	3995	5914	2728	2812	2534	2794	2829	3702	4060
mir-4955	0	0	0	0	1	0	0	0	0	0	0	0
Pdfr	2	0	7	4	1	0	4	2	1	4	2	0
Vha36-3	8	10	1	2	7	0	0	2	0	1	3	1
CG13759	1	2	8	3	2	0	2	0	1	4	6	2
CG13760	142	171	92	146	156	149	170	152	143	205	175	163
wds	1638	1905	1321	1838	2024	1825	2050	1767	1847	1657	1533	1417
egh	845	814	546	815	936	859	857	680	630	712	669	570
Klp3A	1751	1965	1404	2084	2397	1934	2110	1748	1710	1750	1664	1744
Zw10	1192	1188	887	1258	1427	1187	1548	1357	1444	1367	1337	1215
Smyd3	280	269	189	279	324	309	294	293	337	358	376	347
eIF3ga	2389	2777	1729	3104	3204	2861	2849	2709	2950	2544	2492	2329
Tsp3A	346	373	234	423	497	451	530	402	450	432	412	406
Seipin	112	98	71	147	162	105	124	116	116	123	123	98
brv3	3	2	0	6	5	7	3	0	4	4	4	0
PI4KIIIalpha	773	796	472	912	1019	887	1006	874	816	756	774	723
sgg	3120	3184	2274	3456	3946	3382	3821	3413	3112	2972	2893	2705
CR45197	0	0	0	0	0	0	0	0	0	0	0	0
HLH3B	0	1	3	3	0	0	0	0	1	3	2	0
CG2652	0	0	0	0	1	0	0	0	0	0	0	0
CR44470	0	0	0	0	0	0	0	0	0	0	0	0
per	9	6	5	19	9	9	4	3	4	9	9	4
CG2650	7	7	1	1	1	1	0	0	2	1	5	3
CG2658	410	441	314	496	502	484	538	536	536	568	545	508
CG2662	124	150	102	174	185	144	219	179	189	233	189	158
Csat	578	616	482	647	580	765	664	541	515	525	495	485
eIF2B-beta	660	714	506	692	782	743	860	800	800	678	755	669
CG2680	2	2	3	7	1	0	0	2	0	0	0	0
CG2681	0	1	1	0	0	1	0	0	0	2	0	2
CG2685	416	417	288	509	554	518	483	461	492	519	440	373
CG2694	597	635	436	403	489	398	670	554	597	673	711	547
CG2701	643	721	473	848	797	858	727	632	679	635	546	570
fs(1)Yb	22	22	9	15	21	15	9	8	13	32	26	11
fs(1)Ya	0	0	0	2	0	0	0	0	0	0	0	0
vilya	1	4	1	5	1	0	1	0	1	3	0	2
dwg	316	289	225	354	371	353	339	372	367	324	342	322
ttm50	604	653	406	633	693	626	714	639	676	714	708	632
CG2712	125	139	97	152	163	153	160	131	148	178	206	141
crm	540	500	355	592	660	528	711	630	607	779	849	798
Syx4	24	12	23	23	23	12	0	3	0	21	7	4
kirre	444	407	355	593	666	521	279	221	163	288	341	380
CR43494	0	0	0	0	0	0	0	0	0	0	0	0
CG32795	530	567	425	579	614	610	480	473	437	448	504	431
w	0	2	0	113	142	150	3442	2648	3285	195	227	284
CG12498	0	1	0	0	0	0	0	0	0	0	0	0
CG14416	2	0	0	0	4	0	1	1	2	0	2	3
CG14417	1	1	0	0	0	1	6	6	2	12	7	16
CG14418	0	0	0	0	0	1	1	3	0	0	1	1
CG14419	6	23	4	0	0	0	0	0	1	0	2	0
CG3526	0	0	0	0	0	0	0	0	0	0	1	0
CG3588	191	514	313	5	126	40	78	78	212	146	264	194
CG14424	1	1	0	1	2	2	0	0	0	3	4	3
CG32793	57	57	26	60	65	47	60	44	47	30	21	25
CG3592	0	0	0	0	0	0	0	0	0	0	0	0
CG3598	3	1	2	0	0	4	20	8	13	4	9	0
CG14420	0	0	0	0	0	2	0	1	0	0	0	0
CG14421	0	0	0	0	0	0	0	0	0	0	0	0
CG14422	0	0	0	0	0	0	1	0	0	0	0	0
CG14423	0	0	0	0	0	1	0	0	0	0	0	0
CG17959	0	0	0	0	0	0	0	0	0	0	0	0
CG3603	525	486	354	329	403	334	365	329	404	417	519	452
rst	2528	2882	1796	3303	3905	3216	1486	1397	1118	1746	1900	2123
CG4116	0	0	0	0	0	0	0	0	0	0	0	0
N	8864	8423	5089	9863	11160	9879	10713	9049	8445	8327	9153	9648
CG18508	75	65	81	95	142	141	69	69	62	51	43	34
Fcp3C	10	14	10	21	41	23	19	19	19	15	8	8
CG3939	893	954	650	875	1132	1080	985	1089	886	867	935	952
dnc	249	230	244	282	239	209	198	202	151	263	320	169
CG14265	764	206	715	253	234	988	5	8	13	23	205	237
ng2	161	51	635	9	11	12	1	0	0	0	5	1
ng3	1564	394	3974	193	337	308	1	0	4	10	74	69
ng1	48	26	479	14	22	0	0	0	0	0	5	4
ng4	0	0	0	0	0	0	0	0	0	0	0	0
Pig1	1170	131	1362	154	44	282	0	0	2	6	11	8
Sgs4	953	1940	4702	813	646	6251	10	1	59	1820	375	417
CR44886	0	0	0	0	0	1	0	0	1	0	2	0
CG10793	0	1	0	0	0	0	0	0	0	1	0	0
CR46243	0	0	0	0	0	0	0	0	0	0	0	0
Myc	2297	2442	1915	2428	3005	2516	2087	2216	1759	1851	2456	2489
CR44999	0	1	2	0	3	0	2	4	1	1	5	4
CG12535	1	4	3	3	7	5	3	3	2	4	2	4
CG14269	0	0	0	0	0	0	1	0	0	0	0	1
CG16782	4	5	2	1	2	2	0	0	0	1	2	1
